system:index,B10_count,B10_mean,B10_variance,B11_count,B11_mean,B11_variance,B12_count,B12_mean,B12_variance,B1_count,B1_mean,B1_variance,B2_count,B2_mean,B2_variance,B3_count,B3_mean,B3_variance,B4_count,B4_mean,B4_variance,B5_count,B5_mean,B5_variance,B6_count,B6_mean,B6_variance,B7_count,B7_mean,B7_variance,B8A_count,B8A_mean,B8A_variance,B8_count,B8_mean,B8_variance,B9_count,B9_mean,B9_variance,Block,CRC_count,CRC_mean,CRC_variance,DOY_count,DOY_mean,DOY_variance,EVI_count,EVI_mean,EVI_variance,GCVI_george_count,GCVI_george_mean,GCVI_george_variance,GCVI_mine_count,GCVI_mine_mean,GCVI_mine_variance,GPSID,ID,MTCI_count,MTCI_mean,MTCI_variance,NBR1_count,NBR1_mean,NBR1_variance,NBR2_count,NBR2_mean,NBR2_variance,NDTI_count,NDTI_mean,NDTI_variance,NDVI_george_count,NDVI_george_mean,NDVI_george_variance,NDVI_mine_count,NDVI_mine_mean,NDVI_mine_variance,QA10_count,QA10_mean,QA10_variance,QA20_count,QA20_mean,QA20_variance,QA60_count,QA60_mean,QA60_variance,RDGCVI_count,RDGCVI_mean,RDGCVI_variance,RDNDVI_count,RDNDVI_mean,RDNDVI_variance,RDTCI_count,RDTCI_mean,RDTCI_variance,RNDMTRACKID,SNDVI_count,SNDVI_mean,SNDVI_variance,STI_count,STI_mean,STI_variance,SUBID,Schedule_id,TOTID,TVI_count,TVI_mean,TVI_variance,Village,a2,a2_org,a3,a4,a5,a5_1,a5_2,a6,a6_1,a6_2,a7,a7_1,a7_1_1_r1,a7_1_1_r2,a7_1_1_r3,a7_1_1_r4,a7_2,a7_2_1_r1,a7_2_1_r2,a7_2_1_r3,a7_2_1_r4,a8,a9,a9_str,area,canopy,chemical,coordsetsn,description,district,doy,ex_description,ex_name,gps1,gps2,gpsfileid,granule_id,i1_district,i4_cocoid,intercroppingCrop,intercroppingPercent,isFertilizedType,isIntercropping,isWeeded,lodging,mstimestamp,name,noTimesIrrigated,noTimesWeeded,random,seedSource,seedVariety,swi,weedCoverPercent,yield,yieldLevel100Break,yieldLevelColors,.geo
20161216T044202_20161216T044549_T45RWH_42,7,13.0,0.0,7,2386.1428571428573,88859.14285714303,7,1688.4285714285713,155959.28571428545,7,1654.0,0.0,7,1356.857142857143,9104.476190476058,7,1236.2857142857142,13190.571428571517,7,1103.2857142857142,50278.238095238186,7,1248.142857142857,27990.142857142724,7,1918.4285714285713,3986.9523809521147,7,2230.714285714286,17467.90476190423,7,2407.285714285714,20256.238095237564,7,2227.8571428571427,52002.14285714304,7,484.0,0.0,30.0,7,315.42857142857144,707.6190476190532,7,351.0,0.0,7,-2147.1428571428573,334958.4761904764,7,826.5714285714286,110855.95238095243,7,826.5714285714286,110855.95238095243,P 83,308_0,7,6938.714285714285,4.535839092380952E8,7,-32.857142857142854,10013.142857142857,7,144.14285714285714,22398.476190476187,7,179.14285714285714,3188.8095238095216,7,337.42857142857144,17761.619047619053,7,337.42857142857144,17761.619047619053,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,824.5714285714286,146041.61904761908,7,280.2857142857143,9361.238095238086,7,1790.5714285714287,1.3769373426190476E9,484330.0,7,337.42857142857144,17761.619047619053,7,1447.0,29183.333333333332,2235.0,1.08041306E8,TRACK484330_SUB2235,7,7.279428571428572E7,9.390251619047614E14,97.0,2.6112016E7,2611.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,2.0,NO,609.7702893481202,PARTIAL,6.0,1.0,,Purnia,351,,,2.0170213E7,160107.0,6.364482762816E17,L1C_T45RWK_A007752_20161216T044549,8.0,703162.0,,,YES Both,NO,YES,3.0,1481863549143,,1.0,2.0,0.2235157136539624,purchased seeds,Lakmanya,0.0,>50%,287.35,3.0,6C9223,
20161216T044202_20161216T044549_T45RWH_44,4,14.5,0.3333333333333333,4,2700.5,1091.6666666666667,4,2288.5,2627.6666666666665,4,1713.5,176.33333333333334,4,1502.75,127.58333333333333,4,1384.5,649.0,4,1406.5,945.0,4,1450.0,160.66666666666666,4,1647.25,216.91666666666666,4,1804.75,510.9166666666667,4,1930.5,1971.0,4,1722.0,968.6666666666666,4,469.0,65.33333333333333,30.0,4,321.75,24.916666666666668,4,351.0,0.0,4,-717.0,8712.666666666666,4,243.25,307.5833333333333,4,243.25,307.5833333333333,P 82,309_1,4,7565.75,1.269367225E7,4,-220.5,65.0,4,-140.5,245.66666666666666,4,82.0,59.333333333333336,4,100.5,75.0,4,100.5,75.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,187.0,527.3333333333334,4,85.25,85.58333333333333,4,7565.75,1.269367225E7,672336.0,4,100.5,75.0,4,1179.75,310.25,3726.0,1.08041305E8,TRACK672336_SUB3726,4,1.805E7,3.1846666666666665E12,97.0,1.1122016E7,1112.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,2.0,NO,371.36780071956395,,7.0,2.0,,Purnia,351,,,2.0170213E7,161109.0,6.364482762816E17,L1C_T45RWK_A007752_20161216T044549,8.0,703164.0,,,YES Both,NO,YES,3.0,1481863549143,,1.0,2.0,0.3726292245499878,purchased seeds,Lakmanya,0.0,>50%,282.71,3.0,6C9223,
20161216T044202_20161216T044549_T45RWH_45,2,13.0,0.0,2,2345.0,0.0,2,1420.0,0.0,2,1658.0,0.0,2,1338.0,4050.0,2,1226.5,6844.5,2,1002.5,21840.5,2,1201.0,0.0,2,2174.0,0.0,2,2707.0,0.0,2,2967.0,0.0,2,2477.0,2450.0,2,531.0,0.0,30.0,2,313.5,924.5,2,351.0,0.0,2,-2476.5,333744.5,2,1022.0,9248.0,2,1022.0,9248.0,P 78,312_0,2,9020.5,4.85211005E7,2,27.0,98.0,2,270.5,84.5,2,245.0,0.0,2,425.0,2738.0,2,425.0,2738.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,1062.0,1682.0,2,346.5,84.5,2,9020.5,4.85211005E7,2755.0,2,425.0,2738.0,2,1651.0,0.0,1102.0,1.08041301E8,TRACK2755_SUB1102,2,9.743E7,7.22402E13,97.0,2.5112016E7,2511.0,2.0,19.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,2.0,NO,158.4879358156609,,5.0,1.0,,Purnia,351,,,2.0170213E7,164010.0,6.364482762816E17,L1C_T45RWK_A007752_20161216T044549,8.0,702528.0,,,YES Both,NO,YES,0.0,1481863549143,,2.0,1.0,0.11023390804372468,purchased seeds,Lakmanya,0.0,>50%,,,,
20161216T044202_20161216T044549_T45RWH_195,2,12.0,0.0,2,2243.0,512.0,2,1616.0,200.0,2,1752.0,0.0,2,1426.0,648.0,2,1320.0,288.0,2,1096.0,3872.0,2,1371.5,40.5,2,2052.0,20000.0,2,2259.5,33540.5,2,2374.5,17484.5,2,2192.0,2738.0,2,481.0,0.0,30.0,2,258.5,0.5,2,351.0,0.0,2,-1432.0,25992.0,2,660.0,338.0,2,660.0,338.0,P 74,306_1,2,3057.5,619384.5,2,-11.0,50.0,2,150.5,264.5,2,161.5,84.5,2,333.0,200.0,2,333.0,200.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,597.5,924.5,2,229.5,84.5,2,3057.5,619384.5,987084.0,2,333.0,200.0,2,1387.5,684.5,3746.0,1.08041201E8,TRACK987084_SUB3746,2,7.472E7,5.78E12,96.0,2.4112016E7,2411.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,2.0,NO,181.58736717834503,,4.0,2.0,,Purnia,351,,,2.0170213E7,122455.0,6.364482762816E17,L1C_T45RWK_A007752_20161216T044549,8.0,907401.0,,,YES Both,NO,YES,3.0,1481863549143,,2.0,1.0,0.3746930247476329,purchased seeds,Lakmanya,1.0,>50%,381.44,4.0,89751C,
20161216T044202_20161216T044549_T45RWH_46,1,13.0,,1,2595.0,,1,2110.0,,1,1698.0,,1,1557.0,,1,1478.0,,1,1424.0,,1,1530.0,,1,1839.0,,1,2032.0,,1,2119.0,,1,1919.0,,1,501.0,,30.0,1,274.0,,1,351.0,,1,-1019.0,,1,298.0,,1,298.0,,P 77,305_0,1,3669.0,,1,-149.0,,1,-47.0,,1,103.0,,1,148.0,,1,148.0,,1,0.0,,1,0.0,,1,0.0,,1,254.0,,1,112.0,,1,3669.0,,776971.0,1,148.0,,1,1229.0,,3575.0,1.08041204E8,TRACK776971_SUB3575,1,3.186E7,,96.0,1.2112016E7,1211.0,2.0,19.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,2.0,2.0,NO,100.19997883488747,,7.0,2.0,,Purnia,351,,,2.0170213E7,114521.0,6.364482762816E17,L1C_T45RWK_A007752_20161216T044549,8.0,907445.0,,,YES Both,NO,YES,3.0,1481863549143,,2.0,2.0,0.357584393638552,purchased seeds,Lakmanya,1.0,>50%,443.43,5.0,A75715,
20161216T044202_20161216T044549_T45RWH_197,2,13.0,0.0,2,2590.0,50.0,2,2139.0,1682.0,2,1698.0,0.0,2,1579.5,84.5,2,1492.5,0.5,2,1489.0,18.0,2,1523.5,84.5,2,1814.0,1250.0,2,1993.5,2964.5,2,2088.5,1860.5,2,1894.5,60.5,2,501.0,0.0,30.0,2,268.0,2.0,2,351.0,0.0,2,-998.5,6384.5,2,269.0,32.0,2,269.0,32.0,P 75,304_1,2,11644.5,2.09369205E7,2,-154.5,0.5,2,-60.0,128.0,2,95.0,128.0,2,119.5,12.5,2,119.5,12.5,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,243.0,8.0,2,108.0,2.0,2,11644.5,2.09369205E7,526799.0,2,119.5,12.5,2,1210.5,684.5,1995.0,1.08041202E8,TRACK526799_SUB1995,2,2.447E7,7.442E11,96.0,2.0112016E7,2011.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,2.0,NO,179.25947547052914,,6.0,2.0,,Purnia,351,,,2.0170213E7,112155.0,6.364482762816E17,L1C_T45RWK_A007752_20161216T044549,8.0,870731.0,,,YES Both,NO,YES,3.0,1481863549143,,1.0,1.0,0.19958392042341178,used own seed,Lakmanya,1.0,>50%,403.46,5.0,A75715,
20161222T050222_20161222T050600_T44RRN_6,8,10.0,0.0,8,1568.625,766.8392857142857,8,902.125,323.26785714285717,8,2556.25,0.5,8,2318.0,144.57142857142858,8,2083.625,58.267857142857146,8,1952.5,83.71428571428571,8,1936.875,82.125,8,2223.125,20.410714285714285,8,2362.625,204.83928571428572,8,2402.125,220.98214285714286,8,2147.0,226.57142857142858,8,464.5,18.0,15.0,8,-140.5,98.85714285714286,8,357.0,0.0,8,-137.75,104.21428571428571,8,30.0,38.0,8,30.0,38.0,Mf 59,186_0,8,-17016.0,6.3689749428571425E7,8,155.125,81.83928571428571,8,407.875,74.69642857142857,8,269.0,117.14285714285714,8,47.125,7.267857142857143,8,47.125,7.267857142857143,8,0.0,0.0,8,0.0,0.0,8,0.0,0.0,8,107.875,43.55357142857143,8,51.0,8.857142857142858,8,-17016.0,6.3689749428571425E7,246735.0,8,47.125,7.267857142857143,8,1738.5,1779.7142857142858,8743.0,1.05020806E8,TRACK246735_SUB8743,8,1.6915E7,8.575714285714286E11,51.0,2.1112016E7,2111.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,2.0,NO,773.0659200805411,,7.0,2.0,,Muzaffarpur,357,,,2.017022E7,161800.0,6.3644849712E17,L1C_T45RUJ_A007838_20161222T050600,5.0,902751.0,,,YES Both,NO,YES,2.0,1482383160140,,2.0,1.0,0.8743654895836095,purchased seeds,Lal bhadur,0.0,>50%,255.2,3.0,6C9223,
20161222T050222_20161222T050600_T44RRN_266,8,13.0,0.0,8,2436.5,2058.0,8,1749.75,3348.214285714286,8,2764.0,0.0,8,2586.875,283.8392857142857,8,2400.0,542.5714285714286,8,2404.375,2560.2678571428573,8,2382.75,0.21428571428571427,8,2585.5,7.714285714285714,8,2759.0,277.7142857142857,8,2875.0,771.4285714285714,8,2566.75,4729.642857142857,8,558.0,0.0,15.0,8,7.125,71.26785714285714,8,357.0,0.0,8,-171.875,1781.8392857142858,8,68.875,422.4107142857143,8,68.875,422.4107142857143,Mf 60,187_1,8,-8200.375,1.4988262369642857E8,8,25.5,214.57142857142858,8,188.75,343.07142857142856,8,163.75,48.214285714285715,8,32.0,35.42857142857143,8,32.0,35.42857142857143,8,0.0,0.0,8,0.0,0.0,8,0.0,0.0,8,76.75,832.7857142857143,8,36.5,180.28571428571428,8,-8625.125,1.751775784107143E8,200998.0,8,32.0,35.42857142857143,8,1392.25,433.92857142857144,702.0,1.05020807E8,TRACK200998_SUB702,8,9567500.0,3.7499357142857144E12,51.0,2.6112016E7,2611.0,2.0,23.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,2.0,NO,729.4100219803559,,8.0,2.0,,Muzaffarpur,357,,,2.017022E7,165339.0,6.3644849712E17,L1C_T45RUJ_A007838_20161222T050600,5.0,902762.0,mustard,<25%,YES Both,YES,YES,3.0,1482383160140,,2.0,1.0,0.07021284226749847,purchased seeds,Lal bhadur,0.0,>50%,344.77,4.0,89751C,
20161222T050222_20161222T050600_T44RRN_8,21,12.095238095238095,0.09047619047619264,21,1739.4761904761904,12191.06190476194,21,1316.4285714285713,21280.35714285709,21,2529.5238095238096,20.361904761195184,21,2281.2380952380954,104.99047619029879,21,2027.2857142857142,189.81428571417928,21,1887.2857142857142,282.01428571417927,21,1864.952380952381,589.947619047761,21,2117.2380952380954,125.5904761902988,21,2254.4285714285716,249.95714285746217,21,2288.7619047619046,273.3904761902988,21,2062.714285714286,725.6142857141792,21,440.95238095238096,5.647619047621265,15.0,21,-76.66666666666667,935.3333333333336,21,357.0,0.0,21,-117.52380952380952,275.3619047619053,21,17.047619047619047,186.64761904761903,21,17.047619047619047,186.64761904761903,Mf 63,189_0,21,-12825.380952380952,8.931958764761905E7,21,85.38095238095238,884.6476190476184,21,222.66666666666666,2815.5333333333315,21,139.9047619047619,710.7904761904763,21,43.857142857142854,33.72857142857138,21,43.857142857142854,33.72857142857138,21,0.0,0.0,21,0.0,0.0,21,0.0,0.0,21,105.71428571428571,202.2142857142855,21,49.95238095238095,40.847619047619084,21,-14408.52380952381,1.7147151916190475E8,304501.0,21,43.857142857142854,33.72857142857138,21,1328.7142857142858,5719.6142857141795,2475.0,1.0502081E8,TRACK304501_SUB2475,21,1.6125714285714285E7,2.6561657142857E12,51.0,2.1112016E7,2111.0,2.0,22.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,2.0,2.0,NO,1934.1551451400398,,7.0,2.0,,Muzaffarpur,357,,,2.017022E7,170835.0,6.3644849712E17,L1C_T45RUJ_A007838_20161222T050600,5.0,902722.0,mustard,<25%,YES Both,YES,YES,3.0,1482383160140,,2.0,1.0,0.24757934705821627,purchased seeds,Lal bhadur,0.0,>50%,271.02,3.0,6C9223,
20161222T050222_20161222T050600_T44RRN_10,4,9.0,0.0,4,1506.0,1281.3333333333333,4,815.5,867.0,4,2426.0,0.0,4,2167.5,213.66666666666666,4,1943.5,121.66666666666667,4,1739.5,123.0,4,1770.5,75.0,4,2318.0,481.3333333333333,4,2548.5,456.3333333333333,4,2691.5,675.0,4,2391.5,209.66666666666666,4,480.0,0.0,15.0,4,-126.5,102.33333333333333,4,357.0,0.0,4,-475.0,332.0,4,230.0,151.33333333333334,4,230.0,151.33333333333334,Mf 50,164_0,4,21254.0,3.3004940666666668E7,4,227.0,114.66666666666667,4,491.25,173.58333333333334,4,297.0,33.333333333333336,4,157.25,25.583333333333332,4,157.25,25.583333333333332,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,350.25,72.91666666666667,4,148.75,9.583333333333334,4,21254.0,3.3004940666666668E7,400730.0,4,157.25,25.583333333333332,4,1847.0,533.3333333333334,7639.0,1.05020712E8,TRACK400730_SUB7639,4,4.728E7,1.9010666666666667E12,50.0,2.0112016E7,2011.0,3.0,19.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,2.0,NO,360.15909515150486,,6.0,1.0,,Muzaffarpur,357,,,2.0170219E7,144055.0,6.36448465584E17,L1C_T45RUJ_A007838_20161222T050600,5.0,1980422.0,,,YES Both,NO,YES,3.0,1482383160140,,2.0,1.0,0.763907912827898,Through Jeevika,Lal bhadur,0.0,>50%,462.66,5.0,A75715,
20161222T050222_20161222T050600_T44RRN_77,6,12.166666666666666,2.166666666666674,6,1987.3333333333333,11309.066666666418,6,1408.3333333333333,2561.866666666791,6,2708.8333333333335,289.3666666671634,6,2519.6666666666665,653.8666666671634,6,2299.8333333333335,563.7666666664184,6,2257.6666666666665,1554.6666666664182,6,2199.8333333333335,1142.5666666664183,6,2400.5,2547.9,6,2538.6666666666665,5533.466666667164,6,2560.1666666666665,6970.566666667163,6,2325.5,2248.7,6,490.8333333333333,412.56666666665114,15.0,6,-72.66666666666667,686.2666666666664,6,357.0,0.0,6,-56.5,828.3,6,10.833333333333334,224.16666666666669,6,10.833333333333334,224.16666666666669,Mf 56,188_0,6,-2661.1666666666665,3583550.166666667,6,78.33333333333333,385.86666666666713,6,245.16666666666666,146.96666666666277,6,169.66666666666666,138.2666666666686,6,14.333333333333334,54.66666666666665,6,14.333333333333334,54.66666666666665,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,56.666666666666664,217.86666666666642,6,27.333333333333332,49.466666666666605,6,-2661.1666666666665,3583550.166666667,896511.0,6,14.333333333333334,54.66666666666665,6,1410.1666666666667,1146.9666666667908,5136.0,1.05020803E8,TRACK896511_SUB5136,6,5756666.666666667,6.181826666666669E12,51.0,2.7112016E7,2711.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,2.0,NO,444.95341033266476,,6.0,2.0,,Muzaffarpur,357,,,2.017022E7,170627.0,6.3644849712E17,L1C_T45RUJ_A007838_20161222T050600,5.0,902764.0,,,YES Both,NO,YES,2.0,1482383160140,,1.0,1.0,0.5136902786620432,purchased seeds,Lal bhadur,0.0,>50%,355.68,4.0,89751C,
20161222T050222_20161222T050600_T44RRN_83,2,12.0,0.0,2,1728.0,6050.0,2,1167.5,13612.5,2,2572.0,0.0,2,2345.5,0.5,2,2126.0,50.0,2,1986.0,8.0,2,1970.5,684.5,2,2279.0,50.0,2,2431.0,0.0,2,2471.5,112.5,2,2224.0,98.0,2,481.0,0.0,15.0,2,-103.0,450.0,2,357.0,0.0,2,-171.5,84.5,2,45.5,60.5,2,45.5,60.5,Mf 55,181_0,2,12024.5,8.605026125E8,2,125.0,578.0,2,311.5,2244.5,2,194.0,722.0,2,56.0,8.0,2,56.0,8.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,128.0,392.0,2,60.0,72.0,2,109641.0,2.8017705762E10,278695.0,2,56.0,8.0,2,1483.5,6612.5,6024.0,1.05020802E8,TRACK278695_SUB6024,2,1.988E7,3.528E11,51.0,2.9112016E7,2911.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,197.41436110144167,,5.5,1.0,,Muzaffarpur,357,,,2.017022E7,150159.0,6.3644849712E17,L1C_T45RUJ_A007838_20161222T050600,5.0,902691.0,mustard,<25%,YES Chemical Fertilizer,YES,YES,2.0,1482383160140,,2.0,1.0,0.6024410508694814,Through Jeevika,Lal bhadur,0.0,>50%,352.21,4.0,89751C,
20161222T050222_20161222T050600_T44RRN_84,4,10.0,0.0,4,1396.0,491.3333333333333,4,784.0,914.0,4,2414.0,0.0,4,2167.75,256.9166666666667,4,1908.5,67.66666666666667,4,1715.5,15.0,4,1739.0,215.33333333333334,4,2133.0,770.6666666666666,4,2316.25,1388.25,4,2339.0,822.0,4,2068.0,255.33333333333334,4,454.0,0.0,15.0,4,-154.75,50.916666666666664,4,357.0,0.0,4,-226.0,172.0,4,83.0,74.0,4,83.0,74.0,Mf 37,160_0,4,16712.25,1.1458905425E8,4,193.5,33.0,4,449.75,188.91666666666666,4,280.5,113.0,4,92.75,8.25,4,92.75,8.25,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,189.0,8.666666666666666,4,86.0,1.3333333333333333,4,20234.75,3.150286975833333E8,325002.0,4,92.75,8.25,4,1781.25,1635.5833333333333,6627.0,1.05020601E8,TRACK325002_SUB6627,4,2.887E7,6.646666666666666E11,49.0,2.6112016E7,2611.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,2.0,0.0,1.0,15.0,0.0,0.0,0.0,2.0,2.0,NO,414.86820362337494,,10.0,1.0,,Muzaffarpur,357,,,2.0170219E7,122601.0,6.36448465584E17,L1C_T45RUJ_A007838_20161222T050600,5.0,903169.0,,,YES Both,NO,YES,3.0,1482383160140,,2.0,1.0,0.6627171251633538,purchased seeds,Lal bhadur,0.0,>50%,328.11,4.0,89751C,
20161222T050222_20161222T050600_T44RRN_85,5,11.0,0.0,5,1654.6,768.7999999998137,5,1011.2,1767.1999999999534,5,2394.0,0.0,5,2155.0,223.0,5,1906.0,431.0,5,1727.6,920.2999999998137,5,1752.8,336.20000000018626,5,2220.4,156.79999999981374,5,2446.2,387.20000000018626,5,2520.0,5.0,5,2203.6,884.7999999998137,5,475.0,0.0,15.0,5,-70.2,29.699999999999818,5,357.0,0.0,5,-330.4,882.2999999999884,5,155.8,377.2000000000007,5,155.8,377.2000000000007,Mf 39,159_0,5,20813.8,9.457979270000005E7,5,141.8,164.70000000000073,5,370.6,465.79999999998836,5,241.4,145.8000000000029,5,120.4,156.29999999999927,5,120.4,156.29999999999927,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,257.0,676.0,5,113.4,103.79999999999927,5,23780.4,2.2723427829999995E8,954429.0,5,120.4,156.29999999999927,5,1637.2,1843.2000000001863,2871.0,1.05020603E8,TRACK954429_SUB2871,5,3.5696E7,1.174588E13,49.0,2.0112016E7,2011.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,2.0,NO,509.8067930580327,,4.0,3.0,,Muzaffarpur,357,,,2.0170219E7,114348.0,6.36448465584E17,L1C_T45RUJ_A007838_20161222T050600,5.0,902888.0,,,YES Both,NO,YES,3.0,1482383160140,,2.0,2.0,0.2871017362715548,purchased seeds,Lal bhadur,0.0,>50%,226.09,3.0,6C9223,
20161222T050222_20161222T050600_T44RRN_88,2,9.0,0.0,2,1558.0,450.0,2,819.0,1922.0,2,2415.5,24.5,2,2182.5,4.5,2,1910.0,72.0,2,1712.5,84.5,2,1733.5,12.5,2,2197.5,180.5,2,2419.5,144.5,2,2527.5,220.5,2,2262.5,420.5,2,471.0,32.0,15.0,2,-101.0,18.0,2,357.0,0.0,2,-358.5,220.5,2,184.0,242.0,2,184.0,242.0,Mf 51,163_0,2,25978.5,3.42543645E7,2,184.0,128.0,2,468.0,578.0,2,310.5,312.5,2,138.0,50.0,2,138.0,50.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,304.5,220.5,2,132.0,32.0,2,25978.5,3.42543645E7,632228.0,2,138.0,50.0,2,1904.0,5832.0,7471.0,1.05020713E8,TRACK632228_SUB7471,2,4.09E7,3.2768E12,50.0,2.2112016E7,2211.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,2.5,2.0,2.0,0.0,1.0,70.0,0.0,0.0,0.0,2.0,2.0,NO,231.0722669252867,PARTIAL-90%,6.5,2.0,,Muzaffarpur,357,,,2.0170219E7,134358.0,6.36448465584E17,L1C_T45RUJ_A007838_20161222T050600,5.0,1980455.0,,,YES Both,NO,NO,2.0,1482383160140,,2.0,0.0,0.7471674009776247,Through Jeevika,Lal bhadur,0.0,,305.8,4.0,89751C,
20161222T050222_20161222T050600_T44RRN_278,9,8.0,0.0,9,1517.3333333333333,258.75,9,1000.1111111111111,4637.861111111008,9,2486.1111111111113,13.61111111100763,9,2253.6666666666665,169.75,9,2005.7777777777778,193.44444444403052,9,1874.4444444444443,256.02777777798474,9,1852.4444444444443,276.27777777798474,9,2087.0,140.75,9,2216.1111111111113,182.86111111100763,9,2240.0,72.5,9,2009.5555555555557,590.2777777779847,9,440.8888888888889,13.611111111124046,15.0,9,-138.22222222222223,39.19444444444525,9,357.0,0.0,9,-92.33333333333333,307.5,9,2.111111111111111,220.61111111111111,9,2.111111111111111,220.61111111111111,Mf 58,182_1,9,794.1111111111111,2.132459968611111E8,9,139.0,74.5,9,335.3333333333333,891.25,9,205.66666666666666,834.75,9,34.22222222222222,38.19444444444434,9,34.22222222222222,38.19444444444434,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,84.44444444444444,245.52777777777737,9,40.111111111111114,51.361111111111086,9,3986.6666666666665,5.3464694975E8,151715.0,9,34.22222222222222,38.19444444444434,9,1522.111111111111,7950.611111111008,2446.0,1.05020805E8,TRACK151715_SUB2446,9,1.336E7,1.8867E12,51.0,2.1112016E7,2111.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,2.0,NO,807.9219019894891,,7.0,3.0,,Muzaffarpur,357,,,2.017022E7,154843.0,6.3644849712E17,L1C_T45RUJ_A007838_20161222T050600,5.0,902782.0,mustard,<25%,YES Both,YES,YES,3.0,1482383160140,,2.0,1.0,0.24468792534902728,purchased seeds,Lal bhadur,0.0,>50%,283.95,3.0,6C9223,
