system:index,B10_count,B10_mean,B10_variance,B11_count,B11_mean,B11_variance,B12_count,B12_mean,B12_variance,B1_count,B1_mean,B1_variance,B2_count,B2_mean,B2_variance,B3_count,B3_mean,B3_variance,B4_count,B4_mean,B4_variance,B5_count,B5_mean,B5_variance,B6_count,B6_mean,B6_variance,B7_count,B7_mean,B7_variance,B8A_count,B8A_mean,B8A_variance,B8_count,B8_mean,B8_variance,B9_count,B9_mean,B9_variance,Block,CRC_count,CRC_mean,CRC_variance,DOY_count,DOY_mean,DOY_variance,EVI_count,EVI_mean,EVI_variance,GCVI_george_count,GCVI_george_mean,GCVI_george_variance,GCVI_mine_count,GCVI_mine_mean,GCVI_mine_variance,GPSID,ID,MTCI_count,MTCI_mean,MTCI_variance,NBR1_count,NBR1_mean,NBR1_variance,NBR2_count,NBR2_mean,NBR2_variance,NDTI_count,NDTI_mean,NDTI_variance,NDVI_george_count,NDVI_george_mean,NDVI_george_variance,NDVI_mine_count,NDVI_mine_mean,NDVI_mine_variance,QA10_count,QA10_mean,QA10_variance,QA20_count,QA20_mean,QA20_variance,QA60_count,QA60_mean,QA60_variance,RDGCVI_count,RDGCVI_mean,RDGCVI_variance,RDNDVI_count,RDNDVI_mean,RDNDVI_variance,RDTCI_count,RDTCI_mean,RDTCI_variance,RNDMTRACKID,SNDVI_count,SNDVI_mean,SNDVI_variance,STI_count,STI_mean,STI_variance,SUBID,Schedule_id,TOTID,TVI_count,TVI_mean,TVI_variance,Village,a2,a2_org,a3,a4,a5,a5_1,a5_2,a6,a6_1,a6_2,a7,a7_1,a7_1_1_r1,a7_1_1_r2,a7_1_1_r3,a7_1_1_r4,a7_2,a7_2_1_r1,a7_2_1_r2,a7_2_1_r3,a7_2_1_r4,a8,a9,a9_str,area,canopy,chemical,coordsetsn,description,district,doy,ex_description,ex_name,gps1,gps2,gpsfileid,granule_id,i1_district,i4_cocoid,intercroppingCrop,intercroppingPercent,isFertilizedType,isIntercropping,isWeeded,lodging,mstimestamp,name,noTimesIrrigated,noTimesWeeded,random,seedSource,seedVariety,swi,weedCoverPercent,yield,yieldLevel100Break,yieldLevelColors,.geo
20170309T044651_20170309T045933_T44RRN_371,6,72.33333333333333,166.66666666666643,6,2181.3333333333335,4301.066666666418,6,1768.0,4233.6,6,3061.0,20757.6,6,1872.3333333333333,660.6666666664183,6,1776.0,4088.0,6,1839.8333333333333,11755.366666666418,6,2111.6666666666665,8544.266666666419,6,2825.0,2613.6,6,3284.0,38.4,6,3446.0,3840.0,6,2174.8333333333335,8430.166666666419,6,1472.0,35721.6,27.0,6,102.0,324.8,6,68.0,0.0,6,-2912.3333333333335,1.852138106666667E7,6,223.83333333333334,222.96666666666277,6,223.83333333333334,222.96666666666277,P 29,270_3,6,350.6666666666667,302143.4666666667,6,-1.6666666666666667,405.46666666666664,6,102.5,1067.9,6,104.33333333333333,1092.266666666667,6,83.33333333333333,176.26666666666716,6,83.33333333333333,176.26666666666716,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,30.833333333333332,2380.9666666666662,6,14.666666666666666,554.2666666666667,6,350.6666666666667,302143.4666666667,60306.0,6,83.33333333333333,176.26666666666716,6,1235.6666666666667,7172.266666666791,7729.0,1.08010501E8,TRACK60306_SUB7729,6,1.7546666666666668E7,2.281834666666665E13,89.0,2.8122016E7,2812.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,NO,452.3018214402469,,3.0,4.0,,Purnia,68,,,2.017021E7,171109.0,6.364481815872E17,L1C_T45RUK_A008939_20170309T045933,8.0,484099.0,,,YES Chemical Fertilizer,NO,YES,3.0,1489035573699,,1.0,1.0,0.7729611140109771,purchased seeds,Lakmanya,1.0,>50%,256.67,3.0,6C9223,
20170309T044651_20170309T045933_T44RRN_156,3,90.66666666666667,1.3333333333339397,3,2088.3333333333335,2945.333333333023,3,1543.0,2523.0,3,2647.0,1323.0,3,2170.0,192.0,3,1983.3333333333333,782.3333333330229,3,1849.6666666666667,352.3333333330229,3,1961.6666666666667,1825.333333333023,3,2659.3333333333335,2408.333333333954,3,3120.0,3675.0,3,3312.6666666666665,1976.3333333339542,3,2698.6666666666665,537.3333333339542,3,1075.0,1728.0,28.0,3,25.0,325.0,3,68.0,0.0,3,-857.6666666666666,1177.3333333332557,3,360.0,241.0,3,360.0,241.0,P 43,277_0,3,6884.0,3881739.0,3,127.0,271.0,3,272.0,363.0,3,150.0,12.0,3,186.0,79.0,3,186.0,79.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,376.0,1729.0,3,158.0,217.0,3,6884.0,3881739.0,731772.0,3,186.0,79.0,3,1353.0,75.0,9623.0,1.08020804E8,TRACK731772_SUB9623,3,5.6286666666666664E7,1.5102533333333E13,92.0,2.2122016E7,2212.0,2.0,25.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,2.0,NO,289.2790925951667,,7.0,1.0,,Purnia,68,,,2.0170211E7,124746.0,6.364482131232E17,L1C_T45RUK_A008939_20170309T045933,8.0,593036.0,,,YES Both,NO,NO,3.0,1489035573699,,1.0,0.0,0.9623015514311953,purchased seeds,Lakmanya,1.0,,588.85,6.0,C43A0E,
20170309T044651_20170309T045933_T44RRN_157,11,92.0,0.0,11,2147.909090909091,1528.0909090906382,11,1544.6363636363637,1952.254545454681,11,2689.0,0.0,11,2167.3636363636365,935.8545454546809,11,1965.5454545454545,2724.2727272726597,11,1922.7272727272727,5420.418181817979,11,2052.090909090909,1946.2909090906383,11,2734.909090909091,935.0909090906382,11,3162.3636363636365,1275.054545454681,11,3310.0,2158.2,11,2636.3636363636365,3212.054545454681,11,1123.0,0.0,28.0,11,43.90909090909091,89.0909090909092,11,68.0,0.0,11,-870.4545454545455,8352.472727272752,11,341.45454545454544,1512.6727272727294,11,341.45454545454544,1512.6727272727294,P 40,272_0,11,5122.545454545455,3666004.272727275,11,101.63636363636364,232.8545454545456,11,260.6363636363636,62.65454545454122,11,163.0909090909091,212.29090909091173,11,156.0909090909091,607.8909090909117,11,156.0909090909091,607.8909090909117,11,0.0,0.0,11,0.0,0.0,11,0.0,0.0,11,285.09090909090907,2678.490909090906,11,124.18181818181819,398.5636363636353,11,5122.545454545455,3666004.272727275,666999.0,11,156.0909090909091,607.8909090909117,11,1391.0,1754.0,2221.0,1.08020801E8,TRACK666999_SUB2221,11,4.453090909090909E7,8.09414690909092E13,92.0,1.7112016E7,1711.0,2.0,19.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,2.0,NO,731.4245116222273,,2.0,1.0,,Purnia,68,,,2.0170211E7,121423.0,6.364482131232E17,L1C_T45RUK_A008939_20170309T045933,8.0,593040.0,mustard,<25%,YES Both,YES,YES,3.0,1489035573699,,1.0,1.0,0.22215201038612287,purchased seeds,Lakmanya,1.0,>50%,686.17,7.0,E11D07,
20170309T044651_20170309T045933_T44RRN_164,2,14.0,0.0,2,805.0,9522.0,2,617.0,6962.0,2,1894.0,0.0,2,1354.0,162.0,2,1098.5,0.5,2,874.0,2.0,2,938.5,1300.5,2,1440.0,5202.0,2,1856.5,17484.5,2,2045.5,14964.5,2,1359.5,60.5,2,505.0,0.0,29.0,2,-155.5,3444.5,2,68.0,0.0,2,-341.5,220.5,2,237.5,40.5,2,237.5,40.5,P 73,303_0,2,7765.0,2.12552E7,2,257.0,2888.0,2,376.5,3120.5,2,132.0,50.0,2,216.5,4.5,2,216.5,4.5,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,449.0,2312.0,2,183.0,242.0,2,7765.0,2.12552E7,203484.0,2,216.5,4.5,2,1305.0,338.0,3764.0,1.08031117E8,TRACK203484_SUB3764,2,3.811E7,1.25E11,95.0,2.6112016E7,2611.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,NO,255.27749415311953,,9.0,1.0,,Purnia,68,,,2.0170212E7,160929.0,6.364482446592E17,L1C_T45RUK_A008939_20170309T045933,8.0,235228.0,,,YES Both,NO,YES,2.0,1489035573699,,2.0,2.0,0.3764341604603465,purchased seeds,Lakmanya,0.0,>50%,426.55,5.0,A75715,
20170309T044651_20170309T045933_T44RRN_521,4,14.0,0.0,4,2008.5,152.33333333333334,4,1261.5,137.0,4,2590.0,0.0,4,2292.25,54.916666666666664,4,2103.25,44.25,4,2008.5,5.666666666666667,4,2029.75,718.25,4,2676.0,100.0,4,2954.5,153.0,4,3100.5,83.0,4,2803.25,1837.5833333333333,4,719.0,0.0,2.0,4,-22.5,11.666666666666666,4,68.0,0.0,4,-851.75,5853.583333333333,4,332.0,320.6666666666667,4,332.0,320.6666666666667,20.0,18_1,4,10687.0,9.01223814E8,4,164.75,84.91666666666667,4,379.0,66.0,4,228.0,6.0,4,164.75,53.583333333333336,4,164.75,53.583333333333336,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,380.75,1309.5833333333333,4,159.5,168.33333333333334,4,2393.75,2.4213607395833335E9,27246.0,4,164.75,53.583333333333336,4,1591.75,68.91666666666667,257.0,1.01020404E8,TRACK27246_SUB257,4,5.1475E7,7.613166666666667E12,4.0,1.1122016E7,1112.0,1.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,564.6607995236931,PARTIAL-5%,7.0,2.0,,Gaya,68,,,2.0170211E7,130221.0,6.364482131232E17,L1C_T45RUK_A008939_20170309T045933,1.0,1373982.0,,,YES Chemical Fertilizer,NO,NO,2.0,1489035573699,,2.0,0.0,0.025735866925138295,used own seed,Sonalika,1.0,,340.24,4.0,89751C,
20170309T044651_20170309T045933_T44RRN_525,1,15.0,,1,1943.0,,1,1190.0,,1,2520.0,,1,2190.0,,1,1974.0,,1,1847.0,,1,1966.0,,1,2547.0,,1,2803.0,,1,2879.0,,1,2619.0,,1,660.0,,2.0,1,-7.0,,1,68.0,,1,-708.0,,1,326.0,,1,326.0,,25.0,30_1,1,5487.0,,1,148.0,,1,375.0,,1,240.0,,1,172.0,,1,172.0,,1,0.0,,1,0.0,,1,0.0,,1,332.0,,1,142.0,,1,5487.0,,61710.0,1,172.0,,1,1632.0,,6768.0,1.01020409E8,TRACK61710_SUB6768,1,5.14E7,,4.0,2.6112016E7,2611.0,1.0,9.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,216.18249352218476,,4.5,2.0,,Gaya,68,,,2.0170211E7,155117.0,6.364482131232E17,L1C_T45RUK_A008939_20170309T045933,1.0,1373983.0,,,YES Chemical Fertilizer,NO,YES,3.0,1489035573699,,2.0,1.0,0.6768379862771103,used own seed,Sonalika,0.0,<25%,264.15,3.0,6C9223,
20170309T044651_20170309T045933_T44RRN_179,2,15.0,0.0,2,1823.5,6612.5,2,1137.5,1860.5,2,2520.0,0.0,2,2143.5,84.5,2,1901.0,128.0,2,1737.0,882.0,2,1853.0,4050.0,2,2455.5,3784.5,2,2718.0,3698.0,2,2867.0,1152.0,2,2451.0,1800.0,2,660.0,0.0,2.0,2,-20.5,364.5,2,68.0,0.0,2,-558.0,1352.0,2,288.5,220.5,2,288.5,220.5,18.0,14_0,2,5413.5,3122500.5,2,146.5,180.5,2,365.5,84.5,2,231.0,8.0,2,170.0,0.0,2,170.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,323.0,512.0,2,138.5,60.5,2,5413.5,3122500.5,563216.0,2,170.0,0.0,2,1602.5,112.5,5919.0,1.01020402E8,TRACK563216_SUB5919,2,4.94E7,8.0E8,4.0,1.2112016E7,1211.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,241.74185352186242,PARTIAL-50%,6.0,1.0,,Gaya,68,,,2.0170211E7,113749.0,6.364482131232E17,L1C_T45RUK_A008939_20170309T045933,1.0,1373990.0,,,YES Chemical Fertilizer,NO,YES,2.0,1489035573699,,2.0,2.0,0.5919854561073478,purchased seeds,Sonalika,1.0,<25%,339.01,4.0,89751C,
20170309T044651_20170309T045933_T44RRN_554,1,13.0,,1,2088.0,,1,1438.0,,1,2147.0,,1,1793.0,,1,1511.0,,1,1330.0,,1,1469.0,,1,2057.0,,1,2357.0,,1,2563.0,,1,2187.0,,1,546.0,,2.0,1,160.0,,1,68.0,,1,-653.0,,1,447.0,,1,447.0,,41.0,42_1,1,5165.0,,1,23.0,,1,206.0,,1,184.0,,1,243.0,,1,243.0,,1,0.0,,1,0.0,,1,0.0,,1,488.0,,1,196.0,,1,5165.0,,350388.0,1,243.0,,1,1452.0,,7190.0,1.01020601E8,TRACK350388_SUB7190,1,5.866E7,,6.0,2.2112016E7,2211.0,2.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,152.80325780103223,PARTIAL-5%,3.5,3.0,,Gaya,68,,,2.0170212E7,134305.0,6.364482446592E17,L1C_T45RUK_A008939_20170309T045933,1.0,1281971.0,,,YES Chemical Fertilizer,NO,NO,3.0,1489035573699,,2.0,0.0,0.7190784463977259,purchased seeds,Sonalika,0.0,,543.25,6.0,C43A0E,
20170309T044651_20170309T045933_T44RRN_180,2,13.0,0.0,2,2088.0,0.0,2,1438.0,0.0,2,2147.0,0.0,2,1802.5,144.5,2,1569.5,1300.5,2,1416.0,4050.0,2,1469.0,0.0,2,2057.0,0.0,2,2357.0,0.0,2,2563.0,0.0,2,2290.5,760.5,2,546.0,0.0,2.0,2,141.0,128.0,2,68.0,0.0,2,-799.5,40.5,2,459.5,2664.5,2,459.5,2664.5,52.0,41_0,2,20674.0,2.92481298E8,2,45.5,40.5,2,228.0,32.0,2,184.0,0.0,2,236.0,722.0,2,236.0,722.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,558.5,364.5,2,218.0,32.0,2,54415.5,4.2016027805E9,451036.0,2,236.0,722.0,2,1452.0,0.0,1672.0,1.01020613E8,TRACK451036_SUB1672,2,5.861E7,4.3245E13,6.0,2.0112016E7,2011.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,198.5698029072626,PARTIAL-5%,3.5,1.0,,Gaya,68,,,2.0170212E7,133033.0,6.364482446592E17,L1C_T45RUK_A008939_20170309T045933,1.0,1281994.0,,,YES Chemical Fertilizer,NO,NO,3.0,1489035573699,,2.0,0.0,0.1672168922516475,purchased seeds,Sonalika,0.0,,541.22,6.0,C43A0E,
20170309T044651_20170309T045933_T44RRN_567,2,11.0,0.0,2,1011.5,0.5,2,620.5,544.5,2,1986.0,0.0,2,1697.0,512.0,2,1404.0,882.0,2,1137.5,1512.5,2,1180.5,364.5,2,1670.0,98.0,2,1846.0,338.0,2,1864.5,12.5,2,1875.0,4232.0,2,376.0,0.0,2.0,2,-162.0,98.0,2,68.0,0.0,2,-456.5,684.5,2,336.0,5618.0,2,336.0,5618.0,80.0,58_2,2,20710.5,2.907183845E8,2,298.5,264.5,2,502.0,2.0,2,239.0,338.0,2,244.0,1058.0,2,244.0,1058.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,587.5,840.5,2,226.5,84.5,2,169827.0,5.1953471858E10,453432.0,2,244.0,1058.0,2,1631.0,3872.0,711.0,1.01021004E8,TRACK453432_SUB711,2,5.491E7,4.36178E13,10.0,1.5122016E7,1512.0,2.0,18.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,144.17878603256005,,2.5,3.0,,Gaya,68,,,2.0170213E7,163047.0,6.364482762816E17,L1C_T45RUK_A008939_20170309T045933,1.0,1282164.0,,,YES Chemical Fertilizer,NO,YES,3.0,1489035573699,,2.0,1.0,0.07114372424147064,purchased seeds,Sonalika,1.0,~50%,341.99,4.0,89751C,
20170309T044651_20170309T045933_T44RRN_181,3,7.0,0.0,3,908.0,0.0,3,546.0,0.0,3,1996.0,0.0,3,1620.0,201.0,3,1362.3333333333333,69.33333333348855,3,1098.3333333333333,1105.3333333332557,3,1169.0,0.0,3,1758.0,0.0,3,1936.0,0.0,3,1961.0,0.0,3,1807.6666666666667,1166.333333333023,3,376.0,0.0,2.0,3,-199.66666666666666,10.333333333335759,3,68.0,0.0,3,-472.0,868.0,3,326.3333333333333,712.333333333343,3,326.3333333333333,712.333333333343,63.0,46_0,3,10473.0,2.1537153E7,3,330.6666666666667,74.33333333334303,3,535.6666666666666,44.33333333331393,3,248.0,0.0,3,243.66666666666666,329.3333333333285,3,243.66666666666666,329.3333333333285,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,545.6666666666666,874.3333333333139,3,214.0,84.0,3,10473.0,2.1537153E7,741365.0,3,243.66666666666666,329.3333333333285,3,1663.0,0.0,7723.0,1.01020714E8,TRACK741365_SUB7723,3,5.312E7,1.59004E13,7.0,2122016.0,212.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,216.83601300818546,,11.0,1.0,,Gaya,68,,,2.0170212E7,141349.0,6.364482446592E17,L1C_T45RUK_A008939_20170309T045933,1.0,1746185.0,,,YES Chemical Fertilizer,NO,YES,3.0,1489035573699,,2.0,1.0,0.7723829554486072,used own seed,Sonalika,0.0,<25%,572.29,6.0,C43A0E,
20170309T044651_20170309T045933_T44RRN_595,2,14.0,0.0,2,1256.0,17298.0,2,643.5,8580.5,2,2380.0,0.0,2,2035.5,364.5,2,1723.0,1458.0,2,1630.5,24.5,2,1617.5,3120.5,2,1967.0,13778.0,2,2150.0,14792.0,2,2167.5,21424.5,2,2054.5,40.5,2,607.0,0.0,1.0,2,-157.0,3872.0,2,68.0,0.0,2,-309.0,50.0,2,192.5,924.5,2,192.5,924.5,86.0,60_1,2,2486.0,2.38230792E8,2,242.0,2312.0,2,523.5,2664.5,2,323.0,338.0,2,114.5,12.5,2,114.5,12.5,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,270.5,1624.5,2,119.0,242.0,2,2486.0,2.38230792E8,902224.0,2,114.5,12.5,2,1957.0,6050.0,945.0,1.01011104E8,TRACK902224_SUB945,2,2.914E7,4.232E11,11.0,2.2122016E7,2212.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,185.66620131787138,,7.5,2.0,,Gaya,68,,,2.0170214E7,135242.0,6.364483078176E17,L1C_T45RUK_A008939_20170309T045933,1.0,813024.0,mustard,<25%,YES Chemical Fertilizer,YES,YES,3.0,1489035573699,,2.0,1.0,0.09454639742559057,purchased seeds,Sonalika,1.0,<25%,523.43,6.0,C43A0E,
20170309T044651_20170309T045933_T44RRN_198,1,19.0,,1,1809.0,,1,1055.0,,1,1878.0,,1,1572.0,,1,1415.0,,1,1164.0,,1,1417.0,,1,2147.0,,1,2518.0,,1,2728.0,,1,2443.0,,1,658.0,,12.0,1,122.0,,1,68.0,,1,-1353.0,,1,726.0,,1,726.0,,Md 73,100_0,1,4055.0,,1,149.0,,1,396.0,,1,263.0,,1,354.0,,1,354.0,,1,0.0,,1,0.0,,1,0.0,,1,724.0,,1,265.0,,1,4055.0,,87540.0,1,354.0,,1,1714.0,,9536.0,1.04020902E8,TRACK87540_SUB9536,1,8.678E7,,38.0,1.5122016E7,1512.0,2.0,19.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,NO,96.06342565737583,,4.0,1.0,,Madjubani,68,,,2.0170213E7,131003.0,6.364482762816E17,L1C_T45RUK_A008939_20170309T045933,4.0,972478.0,,,YES Both,NO,YES,3.0,1489035573699,,2.0,1.0,0.9536920673802819,purchased seeds,VP242,1.0,<25%,269.15,3.0,6C9223,
20170309T044651_20170309T045933_T44RRN_203,1,21.0,,1,1757.0,,1,1057.0,,1,1888.0,,1,1560.0,,1,1376.0,,1,1128.0,,1,1389.0,,1,2174.0,,1,2482.0,,1,2691.0,,1,2478.0,,1,603.0,,12.0,1,121.0,,1,68.0,,1,-1375.0,,1,800.0,,1,800.0,,Md 74,103_1,1,4172.0,,1,170.0,,1,401.0,,1,248.0,,1,374.0,,1,374.0,,1,0.0,,1,0.0,,1,0.0,,1,784.0,,1,281.0,,1,4172.0,,543087.0,1,374.0,,1,1662.0,,417.0,1.04020907E8,TRACK543087_SUB417,1,9.092E7,,38.0,2.2122016E7,2212.0,2.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,NO,77.84926494806712,PARTIAL-20%,0.0,3.0,,Madjubani,68,,,2.0170213E7,150215.0,6.364482762816E17,L1C_T45RUK_A008939_20170309T045933,4.0,1658572.0,mustard,<25%,YES Manure,YES,YES,3.0,1489035573699,,2.0,1.0,0.041729141445662976,purchased seeds,VP242,1.0,<25%,265.67,3.0,6C9223,
20170309T044651_20170309T045933_T44RRN_205,1,38.0,,1,1769.0,,1,1010.0,,1,1915.0,,1,1572.0,,1,1526.0,,1,1188.0,,1,1394.0,,1,2463.0,,1,2940.0,,1,3187.0,,1,2920.0,,1,703.0,,12.0,1,73.0,,1,68.0,,1,-2487.0,,1,913.0,,1,913.0,,Md 69,101_0,1,7407.0,,1,245.0,,1,486.0,,1,273.0,,1,421.0,,1,421.0,,1,0.0,,1,0.0,,1,0.0,,1,1094.0,,1,353.0,,1,7407.0,,489073.0,1,421.0,,1,1751.0,,9375.0,1.04020611E8,TRACK489073_SUB9375,1,1.1744E8,,35.0,1.8122016E7,1812.0,2.0,19.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,NO,122.85387762741364,,0.0,1.0,,Madjubani,68,,,2.0170213E7,141937.0,6.364482762816E17,L1C_T45RUK_A008939_20170309T045933,4.0,1660336.0,,,YES Manure,NO,YES,2.0,1489035573699,,1.0,1.0,0.9375673575739703,purchased seeds,VP242,1.0,<25%,225.81,3.0,6C9223,
20170309T044651_20170309T045933_T44RRN_212,1,17.0,,1,2287.0,,1,1634.0,,1,1871.0,,1,1611.0,,1,1467.0,,1,1372.0,,1,1507.0,,1,2106.0,,1,2402.0,,1,2582.0,,1,2294.0,,1,628.0,,12.0,1,218.0,,1,68.0,,1,-1481.0,,1,563.0,,1,563.0,,Md 55,93_0,1,5829.0,,1,1.0,,1,168.0,,1,166.0,,1,251.0,,1,251.0,,1,0.0,,1,0.0,,1,0.0,,1,522.0,,1,207.0,,1,5829.0,,152795.0,1,251.0,,1,1399.0,,7509.0,1.04020804E8,TRACK152795_SUB7509,1,5.912E7,,37.0,1.2122016E7,1212.0,2.0,19.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,YES,190.65734373000726,,0.0,4.0,,Madjubani,68,,,2.0170212E7,141225.0,6.364482446592E17,L1C_T45RUK_A008939_20170309T045933,4.0,1678404.0,,,YES Manure,NO,YES,2.0,1489035573699,,0.0,1.0,0.7509928489435379,purchased seeds,VP242,1.0,<25%,378.27,4.0,89751C,
20170309T044651_20170309T045933_T44RRN_227,1,13.0,,1,1856.0,,1,1235.0,,1,1891.0,,1,1535.0,,1,1366.0,,1,1178.0,,1,1421.0,,1,1993.0,,1,2314.0,,1,2498.0,,1,2147.0,,1,569.0,,12.0,1,152.0,,1,68.0,,1,-1054.0,,1,571.0,,1,571.0,,Md 86,115_0,1,2987.0,,1,72.0,,1,269.0,,1,200.0,,1,291.0,,1,291.0,,1,0.0,,1,0.0,,1,0.0,,1,510.0,,1,203.0,,1,2987.0,,52037.0,1,291.0,,1,1502.0,,108.0,1.04021107E8,TRACK52037_SUB108,1,6.566E7,,40.0,2.2122016E7,2212.0,2.0,19.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.5,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,NO,115.49166833827802,,4.5,1.0,,Madjubani,68,,,2.0170214E7,142243.0,6.364483078176E17,L1C_T45RUK_A008939_20170309T045933,4.0,1974357.0,,,YES Both,NO,YES,3.0,1489035573699,,1.0,1.0,0.010898337391446078,purchased seeds,VP242,1.0,<25%,288.49,3.0,6C9223,
20170309T044651_20170309T045933_T44RRN_228,2,13.0,0.0,2,2174.0,23328.0,2,1568.0,53138.0,2,1874.5,112.5,2,1603.0,450.0,2,1419.5,684.5,2,1247.0,1250.0,2,1491.0,6962.0,2,2039.0,0.0,2,2314.5,1624.5,2,2479.5,2244.5,2,2230.0,4050.0,2,585.5,60.5,12.0,2,208.5,612.5,2,68.0,0.0,2,-1065.5,7080.5,2,570.5,264.5,2,570.5,264.5,Md 82,113_0,2,3096.0,478242.0,2,13.0,392.0,2,176.0,3362.0,2,163.5,1404.5,2,282.0,0.0,2,282.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,496.0,1682.0,2,198.5,180.5,2,3096.0,478242.0,230208.0,2,282.0,0.0,2,1394.0,11552.0,2660.0,1.04021103E8,TRACK230208_SUB2660,2,6.588E7,1.7672E12,40.0,1.8112016E7,1811.0,2.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,NO,97.26900451996787,,4.0,1.0,,Madjubani,68,,,2.0170214E7,134851.0,6.364483078176E17,L1C_T45RUK_A008939_20170309T045933,4.0,1974353.0,,,YES Both,NO,NO,3.0,1489035573699,,2.0,0.0,0.26604373844146134,purchased seeds,VP242,1.0,,208.48,3.0,6C9223,
20170309T044651_20170309T045933_T44RRN_233,1,13.0,,1,1957.0,,1,1239.0,,1,1826.0,,1,1503.0,,1,1294.0,,1,1114.0,,1,1352.0,,1,2007.0,,1,2304.0,,1,2556.0,,1,2295.0,,1,569.0,,13.0,1,203.0,,1,68.0,,1,-1287.0,,1,773.0,,1,773.0,,Md 103,122_0,1,3962.0,,1,79.0,,1,298.0,,1,224.0,,1,346.0,,1,346.0,,1,0.0,,1,0.0,,1,0.0,,1,697.0,,1,258.0,,1,3962.0,,925848.0,1,346.0,,1,1579.0,,2295.0,1.04031302E8,TRACK925848_SUB2295,1,7.806E7,,42.0,2.8112016E7,2811.0,2.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,NO,168.7901556384882,,4.0,2.0,,Madjubani,68,,,2.0170215E7,104323.0,6.364483393536E17,L1C_T45RUK_A008939_20170309T045933,4.0,660239.0,,,YES Both,NO,NO,3.0,1489035573699,,2.0,0.0,0.22957053707616548,purchased seeds,VP242,1.0,,332.87,4.0,89751C,
